state,statefip,county,countyfip,tract,18under1990,18under2000,18under2010,18under2020,18over1990,18over2000,18over2010,18over2020,housing1990,housing2000,housing2010,housing2020,poptract1990,poptract2000,poptract2010,poptract2020,hl1990,hl2000,hl2010,hl2020,white1990,white2000,white2010,white2020,black1990,black2000,black2010,black2020,aian1990,aian2000,aian2010,aian2020,asian1990,asian2000,asian2010,asian2020,nhpi1990,nhpi2000,nhpi2010,nhpi2020,gqi1990,gqi2000,gqi2010,gqi2020,gqni1990,gqni2000,gqni2010,gqni2020
California,6,Los Angeles County,37,207302,47,72,88,212,1812,1402,3703,4582,1014,1692,3286,3882,1859,1474,3791,4794,438,352,696,991,780,696,2134,2015,772,508,738,1033,79,30,49,56,36,48,350,563,5,1,3,3,0,0,0,49,849,67,168,188
California,6,Los Angeles County,37,207400,66.65,2,5,105,2765.2,1511.46,1358,1897,234.84,247.17,32,585,2831.86,1513.46,1363,2002,990.4,466.42,659,602,776.19,860.79,570,847,1020.23,350.32,311,441,45.93,8.3,20,25,98.18,248.74,100,356,1,1.33,1,4,2567,1070,1269,621,5,148,58,307
California,6,Los Angeles County,37,207501,87,78,129,211,1575,1940,2089,2278,1508,1543,1581,1596,1662,2018,2218,2489,91,115,322,518,1087,756,797,858,122,163,175,277,1,5,8,8,427,966,1031,809,2,0,3,5,0,0,0,0,2,0,2,15
California,6,Los Angeles County,37,207502,6.35,31,75,175,1131.8,1772.54,2514,3938,1226.16,1466.83,2043,3029,1138.14,1803.54,2589,4113,290.6,276.58,321,695,545.81,543.21,730,1056,148.77,105.68,134,556,12.07,4.7,17,15,355.82,1028.26,1561,1779,0,1.67,5,12,0,0,0,0,1,6,52,761
California,6,Los Angeles County,37,207710,491,230,117,336,1651,1005,2373,6681,1005,626,2376,6227,2142,1235,2490,7017,1414,560,385,1024,535,363,1052,2903,134,117,299,766,12,8,13,18,353,408,865,2154,4,1,5,10,0,0,0,0,66,188,153,265
California,6,Los Angeles County,37,207900,227,332,363,555,1135,1655,3800,10495,585,1096,2648,8291,1362,1987,4163,11050,584,602,999,1922,589,499,1632,4045,203,223,337,1173,10,10,11,64,158,798,1565,3617,6,2,8,12,0,0,0,0,289,178,288,190
California,6,Los Angeles County,37,208000,1681,1785,1912,1292,3058,2867,4981,5315,1240,1367,2444,2603,4739,4652,6893,6607,4235,4061,4914,4168,1875,1332,2683,1386,51,227,359,500,38,50,63,178,370,256,1062,967,5,5,3,7,0,0,0,0,21,26,21,139
California,6,Los Angeles County,37,208301,708,923,671,525,1367,1474,1530,1353,485,560,527,525,2075,2397,2201,1878,1853,2226,2084,1683,1048,689,790,180,33,43,24,29,13,81,114,157,164,54,59,82,0,0,6,7,0,0,0,0,0,29,1,0
California,6,Los Angeles County,37,208302,1285,1237,1127,1022,3267,3048,3233,3538,1470,1456,1547,1853,4552,4285,4360,4560,3611,3389,3284,3064,2067,1247,1487,685,91,164,342,516,6,61,64,157,770,512,502,527,7,3,18,4,0,0,0,19,44,123,98,0
California,6,Los Angeles County,37,208401,844,1215,1016,941,2050,2629,2754,2891,972,1306,1446,1439,2894,3844,3770,3832,2190,2873,2970,2749,793,1042,1126,365,29,77,75,74,10,83,92,233,554,693,578,824,11,4,4,8,0,0,0,0,12,0,0,0
California,6,Los Angeles County,37,208402,780,781,691,503,1833,1840,2084,2087,733,754,821,853,2613,2621,2775,2590,1579,1787,1991,1592,607,682,926,415,113,65,60,73,11,16,36,67,887,690,634,610,1,1,4,6,2,0,0,0,0,32,3,56
California,6,Los Angeles County,37,208501,657,781,581,346,1652,2034,2075,1937,674,881,894,961,2309,2815,2656,2283,1463,1372,1180,935,400,569,605,384,38,60,47,71,3,14,28,35,957,1246,1253,954,8,2,0,4,0,0,0,0,0,13,12,0
California,6,Los Angeles County,37,208502,971,1070,922,683,2337,2533,2649,2857,1059,1110,1295,1392,3308,3603,3571,3540,2530,2737,2573,2403,904,1021,1060,523,105,136,122,145,13,34,23,140,512,488,640,640,3,11,9,4,36,146,16,0,0,19,9,10
California,6,Los Angeles County,37,208610,894,1152,888,628,2994,3202,3307,3250,1428,1468,1490,1479,3888,4354,4195,3878,1730,2083,1979,1691,918,1117,820,477,179,187,150,166,10,29,35,70,1795,1742,1842,1641,19,8,2,0,0,0,0,0,15,87,77,118
California,6,Los Angeles County,37,208620,733,1217,1006,627,3042,3517,3654,3425,1646,1734,1811,1810,3775,4734,4660,4052,1616,2678,2448,2005,1057,1143,1122,555,485,332,291,266,17,20,21,78,1284,1455,1651,1298,7,6,2,3,0,0,0,0,13,18,11,16
California,6,Los Angeles County,37,208710,419,921,769,532,2627,3530,3540,3615,1765,1963,2009,2018,3046,4451,4309,4147,650,1520,1397,1194,999,802,803,463,372,392,243,225,17,25,39,55,1322,2211,2402,2302,1,0,0,2,0,0,0,0,0,3,11,0
California,6,Los Angeles County,37,208720,1129,1066,1059,860,3046,2543,3120,2950,1414,1274,1593,1580,4175,3609,4179,3810,3369,3040,3410,2900,1755,965,1493,649,162,180,167,219,19,28,56,203,275,189,394,244,47,1,2,6,0,0,0,0,0,0,4,24
California,6,Los Angeles County,37,208801,889,875,643,695,2858,2688,2352,2871,1293,1205,1322,1368,3747,3563,2995,3566,2523,2481,1793,1921,951,1158,734,564,265,310,196,427,8,99,43,177,423,509,791,726,2,2,37,6,368,0,0,335,185,266,7,232
California,6,Los Angeles County,37,208802,461,660,501,457,2138,2227,2405,2485,1367,1408,1473,1506,2599,2887,2906,2942,1502,1641,1737,1663,894,1016,1013,541,195,311,175,263,21,26,34,125,379,523,533,530,4,3,32,2,0,0,0,0,1,10,5,92
California,6,Los Angeles County,37,208902,542,687,605,728,1902,1657,1734,1842,709,638,646,710,2444,2344,2339,2570,2209,2179,2135,2274,756,801,712,189,38,18,26,56,4,45,75,220,109,110,97,156,8,4,3,2,66,79,80,70,18,5,3,47
California,6,Los Angeles County,37,208903,972,1092,902,1048,2786,3033,3117,2840,1151,1256,1353,1267,3758,4125,4019,3888,3084,3390,3326,3301,1243,1590,1163,410,183,268,302,136,22,98,94,393,185,168,143,263,1,7,4,1,183,267,268,72,170,113,79,24
California,6,Los Angeles County,37,208904,1166,1075,991,1020,2646,2634,2935,2862,1175,1252,1298,1342,3812,3709,3926,3882,3289,3255,3387,3187,1097,1057,1242,370,57,93,92,146,18,103,125,341,326,217,249,338,27,6,6,3,89,101,100,106,12,0,8,21
California,6,Los Angeles County,37,209102,1604,1322,1252,1167,3374,3355,4015,4130,1464,1574,2016,2324,4978,4677,5267,5297,4676,3975,4026,3537,1108,1436,1494,592,84,331,346,418,16,113,133,252,104,158,717,858,0,14,7,11,0,173,0,0,14,26,22,64
California,6,Los Angeles County,37,209103,1156,1152,997,865,2666,2285,2219,2214,1054,1030,991,1025,3822,3437,3216,3079,3517,3203,3016,2751,1673,873,1164,296,45,69,118,132,18,73,80,236,175,69,43,58,34,2,0,0,0,0,0,0,20,0,3,4
California,6,Los Angeles County,37,209104,572,1136,700,583,1378,2227,1734,1797,588,889,930,937,1950,3363,2434,2380,1781,3007,2059,1826,859,908,841,337,74,164,120,183,8,55,52,117,32,53,128,157,20,0,1,1,0,0,0,0,0,586,46,99
California,6,Los Angeles County,37,209200,546,399,528,471,1805,1068,2257,3615,663,549,1558,2669,2351,1467,2785,4086,2166,1324,1350,1314,460,390,1056,1121,20,31,163,452,10,60,47,83,42,33,644,1164,3,1,3,3,0,0,0,0,125,10,2,57
California,6,Los Angeles County,37,209300,845,853,1168,786,2564,2247,3853,3926,1350,1188,2210,2472,3409,3100,5021,4712,2865,2635,3384,2872,1459,1096,2005,877,95,115,361,372,59,73,84,183,136,150,501,740,6,5,6,1,0,0,0,0,17,28,80,59
California,6,Los Angeles County,37,209401,935,1217,925,863,2364,2750,2989,3300,1070,1266,1467,1586,3299,3967,3914,4163,2812,3275,2862,2813,1157,1318,1297,556,101,136,191,366,61,70,50,165,137,354,640,628,8,1,0,2,150,229,232,350,14,0,8,42
California,6,Los Angeles County,37,209402,928,941,951,969,2790,2457,2777,3087,1354,1240,1298,1299,3718,3398,3728,4056,3071,2889,3211,3480,971,889,1122,360,177,123,136,177,86,55,67,311,165,193,191,167,0,2,4,1,0,0,0,301,92,2,47,59
California,6,Los Angeles County,37,209403,777,929,853,834,2096,2551,2747,3016,850,1319,1332,1401,2873,3480,3600,3850,2464,2442,2541,2594,1083,1154,1103,450,104,130,203,298,24,41,84,254,185,711,674,652,1,1,1,0,120,108,124,116,49,38,34,256
California,6,Los Angeles County,37,209510,970,829,643,557,2488,1852,2049,2256,1034,902,1065,1075,3458,2681,2692,2813,2911,2122,1903,1801,637,859,771,285,67,117,109,160,26,37,32,90,284,353,571,619,2,1,1,2,61,62,65,98,0,13,4,74
California,6,Los Angeles County,37,209520,770,833,743,585,2089,1939,2048,2063,1024,1002,1007,988,2859,2772,2791,2648,2452,2232,2340,2144,483,859,784,296,59,77,74,108,14,65,36,125,280,331,318,228,0,2,2,2,0,0,0,0,33,0,9,54
California,6,Los Angeles County,37,209810,892,761,526,445,2479,1824,1946,1940,828,769,770,786,3371,2585,2472,2385,2625,2199,1778,1719,793,825,765,403,169,175,219,146,19,17,38,93,322,40,280,263,21,5,0,6,439,273,389,309,55,47,111,48
California,6,Los Angeles County,37,209820,1221,901,847,720,2404,1807,2121,2012,927,880,885,924,3625,2708,2968,2732,3425,2543,2559,2283,719,778,783,318,31,38,131,106,18,48,52,104,89,61,195,188,8,0,6,2,0,0,0,0,51,0,85,0
California,6,Los Angeles County,37,210010,1257,1150,1019,664,2865,2457,2501,2526,1292,1176,1260,1272,4122,3607,3520,3190,3629,3150,2850,2444,1655,1179,1155,390,77,83,117,114,0,56,36,127,276,286,460,469,9,2,1,0,0,0,0,0,0,0,12,44
California,6,Los Angeles County,37,211000,1029,1051,1047,1027,3459,3258,3384,4241,1591,1613,1763,2358,4488,4309,4431,5268,341,248,299,443,3289,2881,2932,3036,117,194,206,269,6,7,2,6,965,1044,1055,1263,6,3,2,4,0,0,0,0,0,1,8,18
California,6,Los Angeles County,37,211120,689,1136,828,694,2692,3980,4366,5473,1526,2122,2640,3438,3381,5116,5194,6167,1067,1617,1433,1438,753,742,826,829,263,214,228,318,11,50,13,57,1762,2943,3163,3533,16,3,3,4,0,36,0,0,25,23,19,14
California,6,Los Angeles County,37,211121,369,558,423,431,1614,1932,1928,2000,913,992,1005,1081,1983,2490,2351,2431,719,1120,1062,1118,641,730,615,443,143,145,128,201,9,10,23,70,748,835,913,695,13,4,8,1,80,11,11,0,0,4,3,37
California,6,Los Angeles County,37,211122,707,800,582,394,2379,2489,2493,2483,1202,1356,1370,1479,3086,3289,3075,2877,1599,1612,1445,1100,1244,972,912,678,240,271,223,242,28,8,31,33,661,1040,1054,870,12,6,4,3,102,0,0,0,0,112,137,89
California,6,Los Angeles County,37,211201,664,954,652,518,1964,2264,1993,2020,905,965,950,961,2628,3218,2645,2538,1818,2521,1956,1677,1286,1096,975,459,76,92,93,79,12,40,27,78,508,357,361,429,1,2,1,3,5,0,0,0,0,49,37,45
California,6,Los Angeles County,37,211202,743,842,590,523,2342,2252,2055,2170,1104,1103,997,1145,3085,3094,2645,2693,2194,2300,1840,1580,1123,1056,906,487,91,92,97,94,4,28,28,59,486,409,474,597,10,4,3,0,19,0,0,0,11,0,5,18
California,6,Los Angeles County,37,211310,944,1299,965,702,2668,2898,2881,2901,1282,1340,1348,1459,3612,4197,3846,3603,2421,3377,2875,2476,1231,1452,1387,472,161,182,138,103,16,40,49,146,721,344,552,687,1,1,0,4,14,0,5,1,0,12,14,8
California,6,Los Angeles County,37,211320,988,996,689,485,2843,2658,2495,2414,1328,1281,1306,1324,3831,3654,3184,2899,2518,2423,1930,1546,1715,977,1050,545,120,204,158,169,14,27,14,57,748,707,804,709,15,7,4,4,0,21,0,0,0,1,22,4
California,6,Los Angeles County,37,211410,916,836,602,470,2738,2634,2493,2486,1246,1228,1241,1231,3654,3470,3095,2956,1616,1600,1114,1120,617,835,685,335,149,104,115,104,14,17,8,55,1622,1543,1651,1470,2,1,2,0,0,1,0,52,0,59,70,31
California,6,Los Angeles County,37,211420,1047,1102,803,615,2992,3015,3056,2864,1198,1333,1402,1402,4039,4117,3859,3479,2204,2465,2005,1601,948,1259,1226,654,133,89,153,146,20,28,38,84,1281,1233,1318,1221,20,1,0,2,91,0,0,0,4,60,23,7
California,6,Los Angeles County,37,211500,1068,1094,874,763,3587,3537,3481,3467,1790,1816,1868,1882,4655,4631,4355,4230,1102,1176,950,977,2082,2054,1982,1724,289,195,165,151,33,12,16,46,1567,1620,1576,1357,14,1,7,1,0,0,0,0,0,2,0,0
California,6,Los Angeles County,37,211701,429,701,605,428,1913,2176,2222,2305,1108,1168,1235,1245,2342,2877,2827,2733,346,363,290,291,1333,1028,981,989,145,163,130,120,4,9,2,11,726,1489,1545,1314,2,1,3,2,0,0,0,0,0,7,6,17
California,6,Los Angeles County,37,211703,1033,1290,993,723,3571,3848,3757,3993,1944,1957,2113,2197,4604,5138,4750,4716,1478,2190,1832,1774,1228,1194,1152,602,517,331,251,208,23,30,25,76,1997,2098,2211,2167,1,0,1,1,10,0,0,0,14,10,0,0
California,6,Los Angeles County,37,211704,345,527,373,263,2377,2790,2643,2678,1472,1793,1798,1781,2722,3317,3016,2941,715,753,616,678,1072,717,706,541,319,239,172,174,30,12,11,17,956,1777,1751,1544,8,1,3,0,166,0,0,0,0,0,9,21
California,6,Los Angeles County,37,211802,638,896,670,671,3437,3633,3522,4222,2093,2094,2361,2486,4075,4529,4192,4893,1192,1877,1494,1563,1139,1307,1000,763,607,460,286,284,16,36,15,68,1682,1620,1918,2302,18,3,7,2,110,0,0,0,9,39,30,30
California,6,Los Angeles County,37,211803,592,778,601,497,2628,3037,2928,3105,1601,1728,1727,1802,3220,3815,3529,3602,580,836,589,714,438,474,340,374,695,362,244,198,6,18,5,40,1653,2298,2456,2336,7,5,2,0,21,0,0,0,12,13,10,28
California,6,Los Angeles County,37,211804,598,729,573,506,2397,2685,2648,2741,1268,1370,1434,1433,2995,3414,3221,3247,598,887,754,986,491,615,414,290,275,211,136,121,9,6,7,58,1751,2001,2102,1853,11,1,2,2,0,0,8,0,11,45,26,17
California,6,Los Angeles County,37,211910,851,1340,1110,744,3472,3614,3547,3479,1874,1901,1900,1936,4323,4954,4657,4223,2184,3158,2859,2220,1683,1638,1575,684,436,375,298,314,20,68,63,123,1138,1011,1081,1129,10,7,9,4,0,0,0,0,39,17,21,3
California,6,Los Angeles County,37,211921,409,598,477,421,1732,2027,1997,2026,964,1094,1109,1111,2141,2625,2474,2447,834,1324,1094,1073,894,902,573,258,220,170,118,97,12,19,10,43,710,881,1133,1034,13,10,0,0,0,0,0,0,0,0,3,9
California,6,Los Angeles County,37,211922,619,933,719,556,2484,2822,2670,2626,1399,1454,1433,1509,3103,3755,3389,3182,1553,1983,1803,1467,1039,1057,900,472,370,293,206,241,18,56,37,63,750,1158,1161,1044,7,2,1,0,0,0,0,0,0,0,1,3
California,6,Los Angeles County,37,212101,218,484,352,340,1349,2223,2155,2806,1083,1242,1283,1805,1567,2707,2507,3146,694,836,740,740,533,620,518,480,218,191,185,179,11,15,25,30,414,1479,1323,1686,4,3,0,4,0,0,0,0,0,27,10,0
California,6,Los Angeles County,37,212102,242,450,328,351,1698,2164,2118,2228,1256,1381,1387,1513,1940,2614,2446,2579,497,956,713,721,878,922,630,451,213,179,208,208,6,19,12,21,606,974,1151,1188,4,1,1,0,0,0,0,0,0,0,2,11
California,6,Los Angeles County,37,212202,1210,1329,961,763,2913,2782,2651,2601,1162,1215,1247,1266,4123,4111,3612,3364,3443,3475,2869,2384,1245,1352,1119,366,110,130,95,156,20,45,33,87,423,363,563,626,36,0,12,3,10,0,0,0,20,45,7,0
California,6,Los Angeles County,37,212203,761,735,573,436,2329,2141,2106,2780,1120,1125,1122,1612,3090,2876,2679,3216,2517,2331,2078,1703,935,976,997,471,102,77,104,170,22,40,23,71,322,375,463,962,0,1,0,2,0,0,0,0,0,0,0,228
California,6,Los Angeles County,37,212204,989,973,834,699,2767,2424,2510,2528,1173,1182,1296,1427,3756,3397,3344,3227,3029,2840,2519,2288,1062,1337,1114,336,96,103,166,209,8,45,36,131,508,242,531,486,9,11,5,9,0,0,0,0,0,0,0,37
California,6,Los Angeles County,37,212303,619,868,784,526,2059,2286,2542,2960,997,1101,1325,1800,2678,3154,3326,3486,2087,2466,2310,1861,890,1061,1067,605,308,121,182,226,28,37,34,110,247,368,567,831,13,0,9,5,46,0,0,0,22,8,21,40
California,6,Los Angeles County,37,212304,703,598,366,301,2195,1687,1438,1437,887,861,890,985,2898,2285,1804,1738,2610,1846,1225,1015,843,799,748,339,156,148,101,114,30,29,23,70,103,132,295,283,1,1,0,3,0,0,0,0,21,0,1,6
California,6,Los Angeles County,37,212305,861,970,733,575,2131,2231,2132,1958,1009,1058,1050,1043,2992,3201,2865,2533,2358,2561,2134,1700,834,933,921,330,95,103,128,149,30,41,54,99,632,384,497,455,16,0,0,0,0,0,0,0,13,0,0,51
California,6,Los Angeles County,37,212306,787,961,632,485,2362,2705,2420,2308,1052,1227,1263,1220,3149,3666,3052,2793,1832,2168,1481,1150,752,838,694,275,107,75,55,88,23,28,15,55,1147,1287,1395,1321,7,3,1,2,0,0,0,0,72,0,33,46
California,6,Los Angeles County,37,212410,730,1042,791,539,2774,3222,3112,3021,1514,1615,1774,1707,3504,4264,3903,3560,1858,2152,1867,1554,1049,870,924,506,367,229,147,138,16,49,25,85,1010,1584,1612,1437,3,4,2,3,0,0,0,0,0,0,1,31
California,6,Los Angeles County,37,212420,966,1103,708,500,2718,2675,2520,2375,1179,1207,1268,1238,3684,3778,3228,2875,1901,2337,1791,1469,607,768,831,362,98,82,141,153,3,45,33,56,1603,1223,1096,921,1,1,1,0,10,0,0,0,8,8,37,18
California,6,Los Angeles County,37,212501,497,879,428,271,1742,1976,1737,1673,881,961,1010,1060,2239,2855,2165,1944,1312,2054,1170,858,550,824,759,425,150,116,145,146,2,36,27,86,543,481,540,523,5,13,0,3,0,0,0,0,0,0,0,0
California,6,Los Angeles County,37,212502,802,814,411,325,2452,2456,2356,3038,1105,1217,1347,1963,3254,3270,2767,3363,1936,1759,976,986,609,808,612,610,207,136,152,176,4,47,27,57,879,1061,1359,1557,6,1,6,8,0,0,0,0,2,0,6,56
California,6,Los Angeles County,37,212610,727,1029,708,549,2608,3115,3366,3500,1494,1546,1862,2033,3335,4144,4074,4049,989,1988,1345,1225,957,1078,938,623,537,234,221,178,6,46,19,51,1297,1554,2129,2032,4,0,0,6,0,0,0,0,0,5,3,9
California,6,Los Angeles County,37,212620,1186,1318,916,601,3496,3681,3425,3510,1659,1821,1841,1861,4682,4999,4341,4111,1969,2103,1844,1625,780,879,1020,481,438,285,194,232,12,32,29,97,1965,2322,2023,1822,10,1,0,3,17,0,2,0,40,68,50,0
California,6,Los Angeles County,37,212701,554,575,441,392,2028,2095,1989,2095,803,839,833,899,2582,2670,2430,2487,814,871,718,677,582,484,410,290,295,201,133,164,11,13,18,27,1152,1364,1355,1341,11,0,1,2,107,0,123,71,0,131,13,74
California,6,Los Angeles County,37,212702,634,692,579,537,2782,3093,3056,3150,1447,1537,1522,1562,3416,3785,3635,3687,677,616,593,582,1523,1088,1099,940,437,471,325,299,19,7,12,48,1070,1746,1802,1772,1,4,5,1,100,0,80,102,16,101,23,17
California,6,Los Angeles County,37,212800,1280,1377,950,701,3357,3537,3323,3420,1436,1476,1462,1446,4637,4914,4273,4121,2433,2816,2271,2006,922,1116,1229,727,812,672,386,326,25,67,40,98,1267,1115,1202,1066,7,9,0,2,0,0,6,0,7,6,3,19
California,6,Los Angeles County,37,212900,1115,1200,911,623,3341,3207,3163,3098,1547,1553,1535,1568,4456,4407,4074,3721,2348,2583,2212,1923,686,1019,1094,547,1116,778,491,362,24,30,11,91,928,798,1075,974,15,4,1,5,18,0,0,0,55,35,39,22
California,6,Los Angeles County,37,213100,624,591,542,398,2105,2052,2179,2109,818,848,988,1010,2729,2643,2721,2507,892,1040,864,765,437,525,533,315,612,350,335,236,10,27,8,52,1012,1034,1301,1230,6,2,1,1,125,0,93,0,22,99,6,12
California,6,Los Angeles County,37,213201,1068,998,984,698,3157,2857,3214,3632,1453,1392,1627,2061,4225,3855,4198,4330,2187,2127,2116,1823,978,714,901,361,273,142,136,166,20,51,14,121,1705,1473,1807,2050,11,7,1,2,0,0,0,0,1,0,4,24
California,6,Los Angeles County,37,213202,1123,1211,923,623,2756,2914,2950,3056,1177,1319,1367,1410,3879,4125,3873,3679,2654,2929,2457,2102,911,841,1164,395,301,269,154,205,17,47,43,159,1066,800,1200,1153,26,2,0,0,0,0,0,115,34,30,27,25
California,6,Los Angeles County,37,213310,991,1028,833,619,2667,2522,2644,2704,1170,1166,1192,1233,3658,3550,3477,3323,2464,2570,2334,2050,629,704,961,401,128,96,52,57,48,32,32,136,1355,789,1027,1071,6,5,13,0,32,0,0,0,0,0,9,23
California,6,Los Angeles County,37,213320,759,662,439,445,2174,2081,2042,2561,1024,1048,1059,1145,2933,2743,2481,3006,1827,1816,1588,1726,804,726,754,334,54,56,85,197,9,24,19,82,1003,748,747,898,19,1,2,3,0,0,0,254,0,0,10,178
California,6,Los Angeles County,37,213401,1374,1756,1259,1021,3812,3867,3692,3785,1644,1714,1709,1782,5186,5623,4951,4806,3294,4234,3795,3361,1161,1573,1522,413,248,159,80,126,22,94,50,145,1987,1045,999,1101,6,6,1,7,47,0,0,0,13,4,6,39
California,6,Los Angeles County,37,213402,1370,1670,1153,1011,3899,3648,3492,4108,1622,1693,1675,1867,5269,5318,4645,5119,3743,4148,3427,3394,1481,1310,1554,543,200,116,136,205,19,49,35,167,1320,888,881,1190,9,0,0,2,94,0,0,0,42,0,5,171
California,6,Los Angeles County,37,214000,998,1189,1260,1125,2621,2545,2638,2683,1394,1422,1416,1398,3619,3734,3898,3808,143,123,118,171,3472,3435,3639,3276,21,30,29,43,4,9,6,7,89,85,133,143,4,0,1,4,0,0,0,0,12,0,7,7
California,6,Los Angeles County,37,214100,815,762,947,999,3130,3044,2997,3112,1782,1804,1787,1780,3945,3806,3944,4111,213,162,194,263,3633,3377,3523,3402,85,94,106,86,2,8,3,4,168,176,175,172,0,1,1,3,0,0,0,0,2,0,1,0
California,6,Los Angeles County,37,214400,280,145,177,250,2889,2805,2700,2730,1810,1819,1847,1802,3169,2950,2877,2980,227,187,265,355,2913,2578,2448,2235,65,75,76,110,7,14,9,16,112,98,134,143,8,1,6,4,103,0,0,0,0,87,8,68
California,6,Los Angeles County,37,214501,159,337,441,491,1201,1681,2491,2613,878,1154,1668,1668,1360,2018,2932,3104,73,121,232,401,1132,1319,1800,1737,116,132,153,161,5,3,4,12,97,435,813,738,2,3,1,0,0,0,0,0,5,0,12,17
California,6,Los Angeles County,37,214502,244,467,838,786,2875,2933,4690,4902,1995,1849,2872,3046,3119,3400,5528,5688,136,152,362,605,2328,1613,2595,2615,428,286,347,412,8,10,9,17,317,1310,2270,1828,2,2,12,2,0,0,0,0,0,0,0,0
California,6,Los Angeles County,37,214503,116,430,634,658,2184,2721,2691,2837,1619,1788,1633,1696,2300,3151,3325,3495,107,180,209,334,1987,1742,1436,1525,155,260,167,223,3,2,3,13,124,983,1540,1243,3,4,4,3,0,0,0,0,0,0,0,0
California,6,Los Angeles County,37,214600,262,222,227,306,2268,2305,2184,2294,1371,1433,1417,1468,2530,2527,2411,2600,130,128,175,265,2404,2171,2013,1940,29,65,95,98,3,9,4,11,71,205,196,212,1,0,2,3,107,61,76,75,0,0,0,0
California,6,Los Angeles County,37,214700,337,279,328,367,2278,2205,2184,2364,1316,1314,1329,1466,2615,2484,2512,2731,151,145,234,305,2390,2180,2159,1976,78,70,78,141,9,8,5,14,106,118,151,231,1,2,1,8,85,76,91,76,0,0,3,55
California,6,Los Angeles County,37,214800,206,215,245,308,2289.08,2329.02,2328,2535,1443.12,1494.12,1503,1594,2495.08,2544.02,2573,2843,129.01,147,181,279,2351.08,2276.02,2247,2155,43,63,83,134,7,10,10,12,67,87,116,175,0,3,2,5,0,105,119,43,0,1,1,14
California,6,Los Angeles County,37,214901,155,213,197,216,2645,2940,2886,3022,2099,2257,2312,2299,2800,3153,3083,3238,126,137,156,258,2584,2648,2542,2459,62,69,88,106,4,5,4,6,114,174,243,284,4,2,4,4,0,0,0,0,0,1,6,11
California,6,Los Angeles County,37,214902,198,210,201,175,2148,2466,2385,2493,1545,1681,1742,1748,2346,2676,2586,2668,129,158,186,237,2148,2141,2049,1928,43,63,79,105,8,4,2,8,122,230,305,339,2,3,0,4,75,0,0,102,0,125,83,15
California,6,Los Angeles County,37,215101,115,212,166,151.12,2005,2362,2311,2463.29,1638,1762,1788,1794.04,2120,2574,2477,2614.42,254,262,349,411.12,1596,1478,1540,1468.04,206,301,257,216.04,5,10,5,9,182,581,434,413,0,1,2,2,0,0,0,0,0,0,8,14
California,6,Los Angeles County,37,215102,126,160,179,174.88,2403,2896,2931,2947.71,1790,2139,2206,2226.96,2529,3056,3110,3122.58,244,277,355,415.88,1985,2128,2162,1993.96,316,328,222,211.96,5,4,8,13,132,361,453,364,7,2,1,9,135,0,0,0,0,6,3,8
California,6,Los Angeles County,37,216100,424,401,344,374,2096,2019,1945,2091,1079,1116,1116,1118,2520,2420,2289,2465,287,264,292,345,910,922,1149,1178,949,762,488,378,6,10,6,8,535,504,399,473,1,3,4,0,0,0,0,0,0,2,0,0
California,6,Los Angeles County,37,216200,746,680,618,572,3992,3644,4293,4967,2341,2240,2644,3046,4738,4324,4911,5539,461,440,740,791,1481,1453,2244,2662,2372,1721,1245,867,31,18,22,15,611,703,839,937,3,5,8,8,84,0,0,0,2,49,120,51
California,6,Los Angeles County,37,216300,647,673,633,629,3947,3980,3893,4296,2400,2438,2502,2723,4594,4653,4526,4925,407,434,423,619,2980,2896,3030,3010,870,757,490,480,20,18,20,12,577,617,668,666,2,3,4,4,47,8,0,0,20,55,6,17
California,6,Los Angeles County,37,216401,423,618,586,562,3165,3639,3603,3603,2147,2199,2373,2263,3588,4257,4189,4165,174,332,323,468,3199,3199,3260,2953,153,206,199,150,7,7,21,11,160,319,327,345,3,2,1,0,0,96,0,87,78,9,17,0
California,6,Los Angeles County,37,216402,176,310,277,338,2073,2207,2338,2306,1296,1360,1532,1451,2249,2517,2615,2644,97,118,140,233,2117,1984,2111,1928,39,77,85,99,6,2,9,10,70,130,175,231,1,3,2,2,75,38,60,0,90,0,0,0
California,6,Los Angeles County,37,216700,697,811,614,623,2924,3099,3095,3315,1561,1678,1744,1761,3621,3910,3709,3938,367,691,747,892,1118,1098,1443,1690,2161,2015,1313,896,18,21,18,44,164,194,315,358,6,5,3,4,192,160,136,122,0,0,1,24
California,6,Los Angeles County,37,216800,625,569,599,635,2982,3007,2690,2931,1672,1616,1614,1617,3607,3576,3289,3566,570,648,597,609,2507,2395,2368,2220,624,488,295,280,14,9,19,33,215,238,199,275,6,5,2,6,0,126,0,0,8,0,17,14
California,6,Los Angeles County,37,216900,1028,968,725,672,4420,4414,4335,4547,2475,2532,2555,2518,5448,5382,5060,5219,657,852,999,1054,1515,1695,2155,2250,3238,2734,1784,1291,27,20,24,47,229,243,316,402,10,15,5,4,83,25,109,252,24,146,37,49
California,6,Los Angeles County,37,217001,409,657,746,837,1784,1888,1908,2026,1056,1088,1075,1123,2193,2545,2654,2863,101,159,182,157,1990,2135,2328,2339,85,91,85,51,5,9,5,5,75,89,72,128,0,2,1,0,0,37,33,0,29,0,0,0
